001,10.397,8.002,7.972
002,10.409,8.002,8.371
003,10.414,8.002,8.786
004,10.416,8.002,9.208
005,10.417,8.002,9.629
006,10.418,8.002,10.053
007,10.421,8.002,10.480
008,10.419,8.002,10.745
009,10.415,8.002,11.067
010,10.411,8.002,11.400
011,10.255,8.002,11.809
012,10.066,8.001,12.073
013,9.623,8.001,12.467
014,9.200,8.001,12.714
015,7.915,8.000,12.974
016,6.641,7.999,12.720
017,6.183,7.999,12.442
018,5.765,7.998,12.029
019,5.612,7.998,11.802
020,5.560,7.998,11.420
021,5.562,7.998,11.052
022,5.562,7.998,10.768
023,5.560,7.998,10.505
024,5.568,7.998,10.055
025,5.566,7.998,9.633
026,5.567,7.998,9.214
027,5.571,7.998,8.794
028,5.576,7.998,8.376
029,5.588,7.998,7.972
