6.11847,4.66457,2.75052
-283.068,31.1916,53.4966
5.64686,4.7695,1.28045
6.0162,4.67602,1.45308
6.03883,4.58009,1.43136
6.08058,4.66039,0.300064
5.32516,4.78012,2.48269
5.51361,4.54986,-1.06741
6.07575,4.70395,-0.872408
5.98656,4.64052,0.723482
5.95506,4.73397,1.65584
5.86219,4.71835,-2.94108
6.0528,4.66804,3.01877
5.44363,4.62685,4.25649
6.23202,4.67839,3.66731
6.1651,4.68959,2.00243
6.00088,4.60836,0.950432
6.22959,4.67318,3.46375
5.83277,4.76457,1.17739
5.82859,4.67297,1.56239
6.07533,4.57469,1.70076
6.34435,4.67808,-1.48886
6.16877,4.71924,0.0674986
5.813,3.84888,8.19568
5.10097,4.37222,-2.8419
6.02371,4.62835,2.73623
-198.175,126.342,51.3363
6.13864,4.67175,1.78036
6.13029,4.69409,-0.693454
5.84476,4.6102,1.14593
5.55751,4.76675,1.53349
5.98947,4.67101,1.28042
5.98486,4.59324,1.74182
6.2549,4.66811,-0.958951
6.02937,4.72893,0.679525
5.9778,4.67165,1.44317
5.97615,4.60881,0.827306
6.04993,4.66802,2.48257
5.14832,4.88925,-0.474092
5.73305,4.68837,0.940702
6.14318,4.70592,3.48815
5.88093,4.6212,1.61214
6.16668,4.7278,0.0846009
5.86659,3.78051,8.53821
1.35739,1.64751,-8.95603
5.85714,4.59928,1.28394
5.91787,4.76665,1.51419
6.15002,4.68714,1.03058
6.1795,4.77341,4.51992
5.96937,4.63818,2.30491
5.64186,4.77959,1.46054
6.09248,4.71238,-0.393725
5.79724,4.63301,-0.292837
5.50243,4.62065,-1.30915
5.99765,4.74102,0.950594
6.12334,4.69753,3.40827
5.79969,4.62158,-0.375027
5.62444,4.57162,-0.425634
5.4994,4.76387,1.05521
6.08985,4.67815,1.51981
6.01365,4.61482,0.750534
6.03279,4.66122,2.06651
5.97275,4.74833,1.21214
6.14366,4.68799,1.71104
6.12089,4.77284,-1.77843
6.01367,4.64649,0.187386
5.3369,4.7803,2.51797
5.69149,4.10583,-4.27137
6.07685,4.59196,0.825283
6.01398,4.67354,2.59506
4.59332,5.20722,-1.78822
6.18012,4.69742,2.78794
1.15689,1.47154,11.896
5.84516,4.59171,1.38527
6.06887,4.71269,0.302212
5.46053,4.60391,3.18928
5.77246,4.62859,2.96726
5.1569,4.64857,4.70328
5.58029,4.75624,1.34655
5.89614,4.66814,1.50227
6.09542,4.6403,0.3969
5.65383,4.54359,2.55642
4.73346,5.09974,-1.43997
5.9129,4.71651,-3.02662
6.10726,4.67005,3.12173
5.59668,4.5806,3.55649
5.98055,4.74572,1.83789
6.13281,4.68504,-0.127826
4.6784,4.08579,-3.79446
5.7899,4.58361,1.4793
6.1753,4.71753,-0.0280329
11.1546,-6.81152,-24.8423
5.9828,4.58936,1.1677
5.85973,4.58925,1.42867
6.10209,4.73645,0.384654
5.49156,4.66751,2.61032
4.52685,3.95682,-4.08347
5.72999,4.5398,1.85228
6.15516,4.71101,-0.134871
5.76381,3.91278,-5.1877
5.44743,4.62129,4.68946
5.82024,4.58112,1.34379
5.68759,4.7669,1.37467
6.1644,4.68555,-0.022647
-372.026,-273.618,-94.738
5.97099,4.64442,0.604925
5.85521,4.76002,1.29995
6.12832,4.69498,2.30903
6.01958,4.61282,1.22775
6.01801,4.64087,2.48215
5.26909,4.80849,-0.0231636
6.15889,3.11202,-8.2202
5.33586,4.57287,-2.15949
5.74788,4.53678,2.06382
5.84746,4.7461,1.22498
6.17568,4.68037,1.89834
6.00345,4.62995,0.389078
5.7128,4.54206,1.84274
6.12999,4.72196,0.00940458
43.9629,-80.4959,72.841
6.12558,4.68998,3.06141
5.57354,4.59336,3.62538
6.06051,4.74331,1.99487
6.04587,4.6852,1.22287
5.9863,4.63326,2.07306
5.87287,4.60727,1.15778
5.80045,4.77269,1.23725
6.14435,4.7042,2.18246
6.05274,4.58361,1.83005
6.09812,4.65157,-0.135934
4.64289,5.17838,-1.63352
5.92286,4.66771,1.45689
6.02987,4.57363,1.69544
6.31381,4.68035,-1.58836
6.18856,4.69159,-0.349932
5.50856,4.63574,-0.219283
5.27094,4.54158,-2.31017
6.13223,4.63752,3.27112
5.61786,4.75415,1.4367
6.1389,4.68015,1.13902
6.70402,5.99204,13.5249
5.7729,4.5542,1.57986
5.68684,4.76592,1.45795
5.70907,4.69061,0.977077
6.13622,4.73792,4.09395
5.94736,4.63686,1.94288
6.08955,4.74553,0.529501
5.72148,4.69791,1.67191
6.12893,4.77548,-2.1409
5.93346,4.63892,1.64586
6.45985,4.59763,-2.50283
6.14146,4.70252,3.22826
5.78267,4.64565,3.13346
5.6653,4.56769,2.90421
4.99851,5.00427,3.70389
6.22595,4.6981,2.95986
5.05642,4.37001,5.71476
6.13797,4.66378,-0.41172
5.35677,4.77646,0.308648
5.47541,4.58085,3.48615
5.99942,4.59609,1.44371
5.9216,4.62006,0.902947
6.15743,4.6994,2.99277
5.46404,4.49889,4.19743
6.03552,4.68302,3.26651
5.75475,4.56308,1.6327
6.50741,4.5933,-2.67437
6.05946,4.67728,1.49837
6.05249,4.64022,0.363475
5.6891,4.55161,2.47402
5.23865,4.85033,-0.259199
5.49451,4.64137,-0.197297
5.22296,4.50017,-2.38946
6.07554,4.65755,2.76593
-19.6159,19.9513,-16.4617
6.03573,4.6695,1.2581
6.07896,4.56841,0.794233
5.96573,4.62779,2.19392
5.79718,4.67115,1.14801
5.97882,4.66945,3.07095
5.44014,4.59938,4.03487
