145008,99303.2
145009,99302.8
145010,99302.5
145011,99302.1
145012,99301.8
145013,99301.4
145014,99301.1
145015,99300.7
145015,99300.4
145016,99300
145017,99299.7
145018,99299.3
145019,99299
145020,99298.6
145021,99298.2
145022,99297.9
145023,99297.5
145024,99297.2
145025,99296.8
145026,99296.5
145027,99296.1
145028,99295.8
145029,99295.4
145030,99295.1
145030,99294.7
145031,99294.4
145032,99294
145033,99293.6
145034,99293.3
145035,99292.9
145036,99292.6
145037,99292.2
145038,99291.9
145039,99291.5
145040,99291.2
145041,99290.8
145042,99290.5
145043,99290.1
145044,99289.8
145044,99289.4
145045,99289
145046,99288.7
145047,99288.3
145048,99288
145049,99287.6
145050,99287.3
145051,99286.9
145052,99286.6
145053,99286.2
145054,99285.9
145055,99285.5
145056,99285.1
145057,99284.8
145058,99284.4
145058,99284.1
145059,99283.7
145060,99283.4
145061,99283
145062,99282.7
145063,99282.3
145064,99282
145065,99281.6
145066,99281.3
145067,99280.9
145068,99280.6
145069,99280.2
145070,99279.8
145071,99279.5
145072,99279.1
145073,99278.8
145073,99278.4
145074,99278.1
145075,99277.7
145076,99277.4
145077,99277
145078,99276.7
145079,99276.3
145080,99276
145081,99275.6
145082,99275.2
145083,99274.9
145084,99274.5
145085,99274.2
145086,99273.8
145087,99273.5
145088,99273.1
145088,99272.8
145089,99272.4
145090,99272.1
145091,99271.7
145092,99271.4
145093,99271
145094,99270.6
145095,99270.3
145096,99269.9
145097,99269.6
145098,99269.2
145099,99268.9
145100,99268.5
145101,99268.2
145102,99267.8
145102,99267.5
145103,99267.1
145104,99266.8
145105,99266.4
145106,99266
145107,99265.7
145108,99265.3
145109,99265
145110,99264.6
145111,99264.3
145112,99263.9
145113,99263.6
145114,99263.2
145115,99262.9
145116,99262.5
145116,99262.1
145117,99261.8
145118,99261.4
145119,99261.1
145120,99260.7
145121,99260.4
145122,99260
145123,99259.7
145124,99259.3
145125,99259
145126,99258.6
145127,99258.3
145128,99257.9
145129,99257.6
145130,99257.2
145131,99256.8
145131,99256.5
145132,99256.1
145133,99255.8
145134,99255.4
145135,99255.1
145136,99254.7
145137,99254.4
145138,99254
145139,99253.7
145140,99253.3
145141,99253
145142,99252.6
145143,99252.2
145144,99251.9
145145,99251.5
145145,99251.2
145146,99250.8
145147,99250.5
145148,99250.1
145149,99249.8
145150,99249.4
145151,99249.1
145152,99248.7
145153,99248.4
145154,99248
145155,99247.6
145156,99247.3
145157,99246.9
145158,99246.6
145159,99246.2
145160,99245.9
145160,99245.5
145161,99245.2
145162,99244.8
145163,99244.5
145164,99244.1
145165,99243.8
145166,99243.4
145167,99243
145168,99242.7
145169,99242.3
145170,99242
145171,99241.6
145172,99241.3
145173,99240.9
145174,99240.6
145174,99240.2
145175,99239.9
145176,99239.5
145177,99239.1
145178,99238.8
145179,99238.4
145180,99238.1
145181,99237.7
145182,99237.4
145183,99237
145184,99236.7
145185,99236.3
145186,99236
145187,99235.6
145188,99235.3
145189,99234.9
145189,99234.6
145190,99234.2
145191,99233.8
145192,99233.5
145193,99233.1
145194,99232.8
145195,99232.4
145196,99232.1
145197,99231.7
145198,99231.4
145199,99231
145200,99230.7
145201,99230.3
145202,99230
145203,99229.6
145203,99229.2
145204,99228.9
145205,99228.5
145206,99228.2
145207,99227.8
145208,99227.5
145209,99227.1
145210,99226.8
145211,99226.4
145212,99226.1
145213,99225.7
145214,99225.4
145215,99225
145216,99224.6
145217,99224.3
145218,99223.9
145218,99223.6
145219,99223.2
145220,99222.9
145221,99222.5
145222,99222.2
145223,99221.8
145224,99221.5
145225,99221.1
145226,99220.8
145227,99220.4
145228,99220
145229,99219.7
145230,99219.3
145231,99219
145232,99218.6
145232,99218.3
145233,99217.9
145234,99217.6
145235,99217.2
145236,99216.9
145237,99216.5
145238,99216.1
145239,99215.8
145240,99215.4
145241,99215.1
145242,99214.7
145243,99214.4
145244,99214
145245,99213.7
145246,99213.3
145246,99213
145247,99212.6
145248,99212.3
145249,99211.9
145250,99211.6
145251,99211.2
145252,99210.8
145253,99210.5
145254,99210.1
145255,99209.8
145256,99209.4
145257,99209.1
145258,99208.7
145259,99208.4
145260,99208
145261,99207.7
145261,99207.3
145262,99207
145263,99206.6
145264,99206.2
145265,99205.9
145266,99205.5
145267,99205.2
